20220104	371.10
20220105	372.81
20220106	371.38
20220107	368.24
20220110	369.07
20220111	371.02
20220112	373.50
20220113	374.11
20220114	374.19
20220117	372.39
20220118	372.69
20220119	371.62
20220120	376.35
20220121	376.20
20220124	375.13
20220125	375.92
20220126	376.95
20220127	371.14
20220128	368.52

20220207	371.00
20220208	373.65
20220209	374.81
20220210	376.13
20220211	374.28
20220214	381.02
20220215	382.86
20220216	378.27
20220217	381.06
20220218	385.35
20220221	386.23
20220222	389.41
20220223	386.83
20220224	389.23
20220225	388.51
20220228	388.87

20220301	386.80
20220302	394.10
20220303	392.66
20220304	393.60
20220307	404.81
20220308	402.50
20220309	415.71
20220310	400.65
20220311	405.66
20220314	402.62
20220315	397.58
20220316	391.51
20220317	394.51
20220318	395.73
20220321	394.47
20220322	395.70
20220323	394.26
20220324	398.71
20220325	401.69
20220328	400.00
20220329	394.98
20220330	394.14
20220331	393.92

20220401	395.73
20220406	394.52
20220407	393.53
20220408	395.77
20220411	398.24
20220412	401.08
20220413	402.65
20220414	404.41
20220415	404.57
20220418	406.04
20220419	404.63
20220420	400.29
20220421	402.60
20220422	404.99
20220425	404.68
20220426	400.55
20220427	400.86
20220428	397.71
20220429	405.48

20220505	403.69
20220506	402.47
20220509	404.36
20220510	402.50
20220511	397.69
20220512	402.51
20220513	399.82
20220516	396.64
20220517	397.99
20220518	393.76
20220519	395.33
20220520	397.70
20220523	398.73
20220524	397.17
20220525	399.63
20220526	399.82
20220527	402.18
20220530	399.63
20220531	397.64

20220601	395.36
20220602	398.08
20220606	397.36
20220607	395.31
20220608	397.19
20220609	399.17
20220610	397.57
20220613	403.77
20220614	396.76
20220615	393.59
20220616	395.02
20220617	397.62
20220620	396.61
20220621	396.12
20220622	395.24
20220623	396.34
20220624	393.96
20220627	395.51
20220628	393.76
20220629	393.57
20220630	392.95

20220701	389.85
20220704	390.61
20220705	390.30
20220706	382.94
20220707	376.29
20220708	376.49
20220711	376.87
20220712	376.87
20220713	375.00
20220714	375.00
20220715	373.50
20220718	373.60
20220719	372.16
20220720	372.71
20220721	370.20
20220722	374.91
20220725	376.23
20220726	376.36
20220727	375.65
20220728	378.76
20220729	382.62

20220801	384.91
20220802	389.02
20220803	385.07
20220804	385.73
20220805	389.61
20220808	387.48
20220809	389.42
20220810	391.37
20220811	389.22
20220812	389.56
20220815	391.77
20220816	390.64
20220817	389.32
20220818	387.09
20220819	386.56
20220822	386.06
20220823	386.83
20220824	388.19
20220825	389.45
20220826	389.69
20220829	387.55
20220830	389.44
20220831	387.03

20220901	383.42
20220902	382.31
20220905	385.89
20220906	388.09
20220907	386.02
20220908	389.20
20220909	388.83
20220913	389.30
20220914	387.10
20220915	386.23
20220916	383.67
20220919	384.50
20220920	386.26
20220921	385.53
20220922	385.63
20220923	387.67
20220926	384.62
20220927	384.09
20220928	386.00
20220929	389.66
20220930	389.84

20221010	394.15
20221011	392.26
20221012	392.14
20221013	393.26
20221014	391.65
20221017	391.14
20221018	390.67
20221019	391.44
20221020	388.65
20221021	388.91
20221024	392.49
20221025	394.19
20221026	394.19
20221027	392.55
20221028	393.66
20221031	391.83

20221101	392.40
20221102	392.83
20221103	391.73
20221104	391.54
20221107	394.39
20221108	395.90
20221109	402.29
20221110	403.79
20221111	408.90
20221114	405.80
20221115	405.57
20221116	406.58
20221117	407.62
20221118	407.73
20221121	405.08
20221122	404.78
20221123	404.43
20221124	406.57
20221125	407.52
20221128	408.04
20221129	406.81
20221130	405.58

20221201	405.84
20221202	409.49
20221205	407.85
20221206	401.87
20221207	401.72
20221208	402.65
20221209	403.85
20221212	404.63
20221213	403.44
20221214	407.79
20221215	405.26
20221216	402.35
20221219	405.45
20221220	404.77
20221221	409.87
20221222	410.26
20221223	406.68
20221226	407.02
20221227	407.13
20221228	409.27
20221229	408.70




2022 241	392.12
