20180102	274.82
20180103	276.96
20180104	274.95
20180105	276.80
20180108	276.72
20180109	277.17
20180110	276.96
20180111	277.83
20180112	278.16
20180115	279.09
20180116	279.09
20180117	278.96
20180118	276.29
20180119	275.60
20180122	276.11
20180123	276.57
20180124	277.29
20180125	278.88
20180126	276.82
20180129	275.78
20180130	274.77
20180131	273.90

20180201	273.61
20180202	273.95
20180205	271.42
20180206	273.92
20180207	269.13
20180208	267.76
20180209	269.91
20180212	269.88
20180213	270.53
20180214	273.29
20180222	271.41
20180223	272.33
20180226	272.62
20180227	272.14
20180228	270.14

20180301	270.01
20180302	270.57
20180305	271.64
20180306	271.09
20180307	272.90
20180308	271.93
20180309	270.75
20180312	270.74
20180313	270.73
20180314	271.43
20180315	270.99
20180316	269.65
20180319	268.96
20180320	269.40
20180321	269.12
20180322	271.84
20180323	273.85
20180326	274.91
20180327	273.86
20180328	273.26
20180329	270.87
20180330	270.08

20180402	270.20
20180403	272.23
20180404	271.46
20180409	271.83
20180410	272.07
20180411	272.23
20180412	273.82
20180413	272.63
20180416	273.36
20180417	273.30
20180418	273.08
20180419	273.69
20180420	272.71
20180423	271.63
20180424	271.00
20180425	271.06
20180426	271.17
20180427	270.04

20180502	269.44
20180503	269.56
20180504	269.56
20180507	270.71
20180508	270.28
20180509	270.19
20180510	270.33
20180511	270.46
20180514	270.42
20180515	269.29
20180516	266.61
20180517	265.83
20180518	265.39
20180521	265.86
20180522	265.73
20180523	266.16
20180524	267.12
20180525	268.65
20180528	268.06
20180529	268.83
20180530	269.53
20180531	269.42

20180601	268.79
20180604	268.20
20180605	267.46
20180606	267.93
20180607	267.63
20180608	268.07
20180611	268.97
20180612	268.50
20180613	268.10
20180614	268.18
20180615	269.71
20180619	267.28
20180620	266.60
20180621	265.52
20180622	266.27
20180625	267.44
20180626	267.43
20180627	267.35
20180628	267.60
20180629	267.29

20180702	267.86
20180703	268.20
20180704	268.95
20180705	268.82
20180706	269.20
20180709	268.99
20180710	268.48
20180711	269.09
20180712	268.73
20180713	268.13
20180716	268.34
20180717	267.29
20180718	265.60
20180719	266.16
20180720	266.83
20180723	268.28
20180724	268.56
20180725	268.56
20180726	268.37
20180727	268.46
20180730	268.85
20180731	268.57

20180801	268.28
20180802	268.00
20180803	267.64
20180806	267.63
20180807	267.35
20180808	266.85
20180809	267.10
20180810	267.37
20180813	267.85
20180814	265.77
20180815	265.33
20180816	261.70
20180817	261.75
20180820	262.59
20180821	263.75
20180822	264.61
20180823	264.56
20180824	264.15
20180827	265.24
20180828	266.09
20180829	265.16
20180830	265.77
20180831	265.54

20180903	265.15
20180904	264.74
20180905	263.82
20180906	264.81
20180907	265.61
20180910	265.11
20180911	265.32
20180912	265.47
20180913	266.38
20180914	266.41
20180917	265.55
20180918	266.28
20180919	265.93
20180920	266.72
20180921	266.98
20180925	266.22
20180926	266.95
20180927	266.44
20180928	264.20

20181008	267.01
20181009	266.72
20181010	266.53
20181011	267.70
20181012	271.57
20181015	272.93
20181016	274.33
20181017	273.43
20181018	274.05
20181019	275.03
20181022	274.94
20181023	274.70
20181024	276.68
20181025	277.66
20181026	277.15
20181029	277.48
20181030	276.81
20181031	274.72

20181101	274.09
20181102	275.54
20181105	274.93
20181106	274.89
20181107	274.67
20181108	274.23
20181109	273.84
20181112	271.86
20181113	270.94
20181114	270.36
20181115	271.30
20181116	272.18
20181119	273.81
20181120	273.91
20181121	274.04
20181122	274.74
20181123	275.11
20181126	274.60
20181127	274.48
20181128	273.37
20181129	274.49
20181130	274.67

20181203	274.37
20181204	273.98
20181205	274.18
20181206	275.80
20181207	276.09
20181210	278.11
20181211	278.26
20181212	277.24
20181213	277.01
20181214	277.19
20181217	276.61
20181218	278.25
20181219	278.71
20181220	278.22
20181221	280.62
20181224	281.75
20181225	283.50
20181226	283.85
20181227	283.62
20181228	284.04




2018 243	271.03
