20170103	264.34
20170104	264.27
20170105	264.76
20170106	265.17
20170109	265.27
20170110	267.22
20170111	268.72
20170112	269.17
20170113	268.51
20170116	269.21
20170117	270.74
20170118	271.53
20170119	268.36
20170120	269.04
20170123	270.79
20170124	270.41
20170125	269.04
20170126	266.57

20170203	269.93
20170206	272.00
20170207	273.34
20170208	275.16
20170209	276.07
20170210	273.20
20170213	274.49
20170214	273.51
20170215	273.26
20170216	275.34
20170217	275.61
20170220	274.98
20170221	275.57
20170222	275.89
20170223	276.08
20170224	278.49
20170227	280.67
20170228	279.66

20170301	277.90
20170302	278.28
20170303	276.00
20170306	276.59
20170307	275.50
20170308	274.14
20170309	272.74
20170310	270.52
20170313	271.55
20170314	272.05
20170315	270.98
20170316	275.34
20170317	275.49
20170320	276.75
20170321	275.97
20170322	278.38
20170323	277.93
20170324	277.99
20170327	280.04
20170328	280.50
20170329	279.36
20170330	279.24
20170331	277.79

20170405	280.13
20170406	280.38
20170407	283.51
20170410	280.96
20170411	281.14
20170412	285.25
20170413	286.52
20170414	286.95
20170417	287.62
20170418	286.04
20170419	286.11
20170420	285.30
20170421	285.10
20170424	284.46
20170425	283.54
20170426	282.31
20170427	282.77
20170428	282.69

20170502	281.20
20170503	280.58
20170504	277.91
20170505	274.53
20170508	275.59
20170509	275.04
20170510	273.79
20170511	273.62
20170512	274.75
20170515	275.19
20170516	276.56
20170517	277.51
20170518	280.67
20170519	279.29
20170522	279.59
20170523	281.40
20170524	279.54
20170525	280.35
20170526	279.25
20170531	279.65

20170601	278.93
20170602	278.34
20170605	281.27
20170606	282.37
20170607	283.66
20170608	282.78
20170609	280.49
20170612	278.67
20170613	278.29
20170614	279.24
20170615	278.41
20170616	276.22
20170619	276.21
20170620	275.61
20170621	275.78
20170622	277.36
20170623	277.34
20170626	278.15
20170627	275.63
20170628	276.26
20170629	275.78
20170630	273.59

20170703	272.07
20170704	269.10
20170705	270.51
20170706	270.06
20170707	269.34
20170710	267.12
20170711	267.30
20170712	268.39
20170713	269.00
20170714	267.54
20170717	270.20
20170718	271.41
20170719	271.54
20170720	271.44
20170721	272.40
20170724	274.40
20170725	273.75
20170726	272.64
20170727	275.15
20170728	274.60
20170731	275.83

20170801	275.29
20170802	275.08
20170803	274.52
20170804	274.98
20170807	273.36
20170808	273.21
20170809	273.77
20170810	274.85
20170811	277.06
20170814	276.93
20170815	274.93
20170816	274.83
20170817	277.29
20170818	277.35
20170821	276.77
20170822	277.34
20170823	276.39
20170824	277.00
20170825	276.74
20170828	277.77
20170829	281.25
20170830	279.47
20170831	277.69

20170901	280.11
20170904	281.50
20170905	281.50
20170906	281.96
20170907	281.13
20170908	282.12
20170911	280.90
20170912	279.91
20170913	280.52
20170914	279.64
20170915	281.14
20170918	279.15
20170919	278.39
20170920	278.65
20170921	277.29
20170922	276.05
20170925	276.12
20170926	280.39
20170927	278.48
20170928	276.59
20170929	277.50

20171009	276.28
20171010	275.81
20171011	275.33
20171012	276.05
20171013	276.01
20171016	277.31
20171017	276.42
20171018	275.83
20171019	274.62
20171020	275.17
20171023	274.32
20171024	274.98
20171025	273.79
20171026	274.52
20171027	273.18
20171030	273.46
20171031	273.88

20171101	272.76
20171102	273.26
20171103	273.54
20171106	272.92
20171107	274.37
20171108	274.47
20171109	274.94
20171110	276.24
20171113	274.75
20171114	274.54
20171115	275.15
20171116	274.50
20171117	274.79
20171120	276.40
20171121	274.72
20171122	274.88
20171123	275.00
20171124	274.86
20171127	274.95
20171128	276.01
20171129	275.85
20171130	274.57

20171201	272.98
20171204	272.50
20171205	272.81
20171206	270.80
20171207	270.59
20171208	267.64
20171211	267.50
20171212	266.94
20171213	267.01
20171214	269.34
20171215	269.28
20171218	269.22
20171219	270.36
20171220	270.48
20171221	270.05
20171222	270.16
20171225	272.04
20171226	271.73
20171227	272.57
20171228	273.53
20171229	273.68




2017 244	275.54
